nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;word;sampa;ipa
2;trŭʹmpet;;;;v.;38.0;219;trumpet;trumpet;t r\ V m p @ t;tɹʌmpət
3;trŭʹncheon;F.;;;n.;39.0;219;truncheon;truncheon;t r\ V n tS i n;tɹʌn?in
2;trŭʹndle;F.;;;v.;40.0;219;trundle;trundle;t r\ V n d @ l;tɹʌndəl
1;trŭnk;;;;n.;41.0;219;trunk;trunk;t r\ V N k;tɹʌŋk
3;trŭʹnnĭons;;;;n.;42.0;219;runnion;runnion;r\ V n j @ n;ɹʌnjən
1;trŭſs;F.;;;n.;43.0;219;truss;truss;t r\ V s;tɹʌs
1;trŭſt;;;;n.;44.0;219;trust;trust;t r\ V s t;tɹʌst
2;trŭſteeʹ;;;;n.;45.0;219;trustee;trustee;t r\ V s t i:;tɹʌstiː
2;trŭʹſty;;;;a.;46.0;219;trusty;trusty;t r\ V s t i:;tɹʌstiː
1;trūth;;;;n.;47.0;219;truth;truth;t r\ u T;tɹuθ
1;try;;;;v.;48.0;219;try;try;t r\ aI;tɹ?
2;trȳʹal;;;;n.;49.0;219;ryal;ryal;r\ i: A l;ɹiːɑl
1;tŭb;;;;n.;50.0;219;tub;tub;t V b;tʌb
1;tūbe;L.;;;n.;51.0;219;tube;tube;t u b;tub
3;tūbĕʹr_o_us;;;;a.;52.0;219;thunderous;thunderous;T V n d 3:r @ s;θʌndɜ:rəs
4;tūʹbŭlāted;L.;;;a.;53.0;219;tabulated;tabulated;t { b j @ l eI 4 i d;tæbjəl?ɾid
3;tūʹbŭl_o_us;;;;a.;54.0;219;bulbous;bulbous;b V l b @ s;bʌlbəs
1;tŭck;;;;n.;55.0;219;tuck;tuck;t V k;tʌk
2;tŭʹck_e_r;;;;n.;56.0;219;tucker;tucker;t V k 3:r;tʌkɜ:r
2;tūʹ_e_ſday;;;;n.;57.0;219;tuesday;tuesday;t u z d i:;tuzdiː
1;tŭft;;;;n.;58.0;219;tuft;tuft;t V f t;tʌft
1;tŭg;;;;n.;59.0;219;tug;tug;t V g;tʌg
4;tūĭʹtion;;;;n.;60.0;219;tuition;tuition;t j u I S @ n;tjuɪʃən
2;tūʹlĭp;F.;;;n.;61.0;219;tulip;tulip;t u l @ p;tuləp
3;tūʹlĭpănt;;;;n.;62.0;219;tulip;tulip;t u l @ p;tuləp
1;tŭm;F.;;;v.;63.0;219;tums;tums;t V m z;tʌmz
2;tŭʹmble;F.;;;v.;64.0;219;tumble;tumble;t V m b @ l;tʌmbəl
1;tŭʹmbler;;;;n.;65.0;219;tumbler;tumbler;t V m b l 3:r;tʌmblɜ:r
2;tŭʹmbrel;;;;n.;66.0;219;umbel;umbel;V m b @ l;ʌmbəl
3;tūʹmĕfy;L.;;;v.;67.0;219;tumey;tumey;t V m i:;tʌmiː
2;tūʹmid;;;;a.;68.0;219;tuomi;tuomi;t w @U m i:;twoʊmiː
2;tūʹmo_u_r;L.;;;n.;69.0;219;tumor;tumor;t u m 3:r;tumɜ:r
2;tūʹmŭlt;;;;n.;70.0;219;tumult;tumult;t u m @ l t;tuməlt
4;tūmŭʹltū_o_us;;;;a.;71.0;219;tumultuous;tumultuous;t u m V l tS u @ s;tumʌl?uəs
1;tŭn;;;;n.;72.0;219;turn;turn;t 3:r n;tɜ:rn
1;tūne;;;;n.;73.0;219;tune;tune;t u n;tun
2;tŭʹnhoof;;;;n.;2.0;220;unhook;unhook;@ n h U k;ənhʊk
2;tūʹnic;L.;;;n.;3.0;220;tunic;tunic;t u n i k;tunik
2;tŭʹnnage;;;;n.;4.0;220;turnage;turnage;t 3:r n i dZ;tɜ:rni?
2;tŭʹnnel;F.;;;n.;5.0;220;tunnel;tunnel;t V n @ l;tʌnəl
2;tŭʹnny;;;;n.;6.0;220;tunny;tunny;t V n i:;tʌniː
1;tŭp;;;;n.;7.0;220;tupy;tupy;t u p i:;tupiː
2;tŭʹpping;;;;n.;8.0;220;upping;upping;V p i N;ʌpiŋ
2;tŭʹrbănt;;;;n.;9.0;220;turban;turban;t 3:r b @ n;tɜ:rbən
2;tŭʹrbĭd;L.;;;a.;10.0;220;turgid;turgid;t 3:r dZ i d;tɜ:r?id
2;tŭʹrbŏt;;;;n.;11.0;220;turbot;turbot;t 3:r b @U;tɜ:rboʊ
4;tŭʹrbūlĕncy;;;;n.;12.0;220;turbulence;turbulence;t 3:r b j @ l @ n s;tɜ:rbjələns
3;tŭʹrbūlent;L.;;;a.;13.0;220;turbulent;turbulent;t 3:r b j @ l @ n t;tɜ:rbjələnt
1;tŭrf;;;;n.;14.0;220;turf;turf;t 3:r f;tɜ:rf
2;tŭʹrgid;L.;;;a.;15.0;220;turgid;turgid;t 3:r dZ i d;tɜ:r?id
1;tŭrk;;;;n.;16.0;220;turk;turk;t 3:r k;tɜ:rk
2;tŭʹrkey;;;;n.;17.0;220;turkey;turkey;t 3:r k i:;tɜ:rkiː
3;tŭrkeypȯu̇t;;nbSyll>1 et pas d'accent tonic;;n.;18.0;220;turkey;turkey;t 3:r k i:;tɜ:rkiː
2;tŭʹrkiſh;;;;a.;19.0;220;turkish;turkish;t 3:r k i S;tɜ:rkiʃ
3;tŭʹrmoil;;;;v.;20.0;220;turmoil;turmoil;t 3:r m OI l;tɜ:rm?l
1;tŭrn;;;;v.;21.0;220;turn;turn;t 3:r n;tɜ:rn
3;tŭʹrnăment;;;;n.;22.0;220;tournament;tournament;t U r\ n @ m @ n t;tʊɹnəmənt
2;tŭʹrner;;;;n.;23.0;220;turner;turner;t 3:r n 3:r;tɜ:rnɜ:r
2;tŭʹrnip;;;;n.;24.0;220;turnip;turnip;t 3:r n @ p;tɜ:rnəp
2;tŭʹrnpīke;;;;n.;25.0;220;turnpike;turnpike;t 3:r n p aI k;tɜ:rnp?k
3;tŭʹpĕntine;;;;n.;26.0;220;turpentine;turpentine;t 3:r p @ n t aI n;tɜ:rpənt?n
3;tŭʹrpĭtūde;L.;;;n.;27.0;220;turpitude;turpitude;t 3:r p i t u d;tɜ:rpitud
2;tŭʹrret;F.;;;n.;28.0;220;turret;turret;t 3:r @ t;tɜ:rət
2;tŭʹrtle;F.;;;n.;29.0;220;turtle;turtle;t 3:r 4 @ l;tɜ:rɾəl
2;tŭʹſcan;;;;n.;30.0;220;tuscan;tuscan;t V s k @ n;tʌskən
2;tŭʹſhes;;;;n.;31.0;220;tushes;tushes;t U S i z;tʊʃiz
1;tŭſks;;;;n.;32.0;220;tusks;tusks;t V s k s;tʌsks
3;tūtĕʹlage;L.;;;n.;33.0;220;tutelage;tutelage;t j u 4 i l i dZ;tjuɾili?
3;tūʹtĕlar;L.;;;a.;34.0;220;tutelage;tutelage;t j u 4 i l i dZ;tjuɾili?
2;tūʹtor;;;;n.;35.0;220;tutor;tutor;t u 4 3:r;tuɾɜ:r
3;tūʹtŏreſs;;;;n.;36.0;220;tutors;tutors;t u 4 3:r z;tuɾɜ:rz
2;tŭʹtto;;;;a.;37.0;220;tutton;tutton;t V t @ n;tʌtən
1;twain;;;;n.;38.0;220;twain;twain;t w eI n;tw?n
1;twăng;;;;n.;39.0;220;twang;twang;t w A N;twɑŋ
2;twăʹttle;;;;v.;40.0;220;tattle;tattle;t { 4 @ l;tæɾəl
2;tweeʹzers;;;;n.;41.0;220;tweezers;tweezers;t w i: z 3:r z;twiːzɜ:rz
1;twĕlfth;;;;n.;42.0;220;twelfth;twelfth;t w E l f T;twɛlfθ
1;twĕlve;;;;n.;43.0;220;twelve;twelve;t w E l v;twɛlv
2;twĕʹnty;;;;n.;44.0;220;twenty;twenty;t w E n t i:;twɛntiː
1;twīce;;;;p.;45.0;220;twice;twice;t w aI s;tw?s
1;twĭg;;;;n.;46.0;220;twig;twig;t w I g;twɪg
2;twīʹlī_gh_t;;;;n.;47.0;220;twilight;twilight;t w aI l aI t;tw?l?t
1;twīne;;;;n.;48.0;220;twine;twine;t w aI n;tw?n
1;twĭnge;;;;n.;49.0;220;twinge;twinge;t w I n dZ;twɪn?
2;twīʹnning;;;;n.;50.0;220;winning;winning;w I n i N;wɪniŋ
2;twĭʹnkling;;;;n.;51.0;220;twinkling;twinkling;t w I N k @ l i N;twɪŋkəliŋ
1;twĭns;;;;n.;52.0;220;twins;twins;t w I n z;twɪnz
1;twĭrl;;;;v.;53.0;220;twirl;twirl;t w 3:r l;twɜ:rl
1;twĭſt;;;;n.;54.0;220;twist;twist;t w I s t;twɪst
1;twĭt;;;;v.;55.0;220;twite;twite;t w aI t;tw?t
1;twĭtch;;;;n.;56.0;220;twitch;twitch;t w I tS;twɪ?
1;two (too);;;Aide à la {pron}.;n.;57.0;220;wotton;wotton;w A t @ n;wɑtən
1;tye;;;;v.;58.0;220;tye;tye;t aI;t?
3;tympāʹnum;;;;n.;59.0;220;tympanum;tympanum;t I m p @ n @ m;tɪmpənəm
3;ty̆ʹmpăny;;;;n.;60.0;220;tompane;tompane;t A m p eI n;tɑmp?n
1;tȳpe;;;;n.;61.0;220;type;type;t aI p;t?p
3;tȳpĭcal;;nbSyll>1 et pas d'accent tonic;;a.;62.0;220;typical;typical;t I p @ k @ l;tɪpəkəl
4;tȳʹpĭcally;;;;p.;63.0;220;typically;typically;t I p i k l i:;tɪpikliː
4;tȳpŏʹgrăpher;G.;;;n.;64.0;220;typography;typography;t @ p A g r\ @ f i:;təpɑgɹəfiː
5;tȳpŏgrăʹphĭcal;;;;a.;65.0;220;typographical;typographical;t aI p @ g r\ { f i k @ l;t?pəgɹæfikəl
4;tȳpŏʹgraphy;G.;;;n.;66.0;220;typography;typography;t @ p A g r\ @ f i:;təpɑgɹəfiː
4;tȳrăʹnnĭcal;;;;a.;67.0;220;tyrannical;tyrannical;t 3:r { n i k @ l;tɜ:rænikəl
4;tȳrăʹnnīze;L.;;;v.;68.0;220;tyrannies;tyrannies;t I r\ @ n i: z;tɪɹəniːz
3;tȳʹrănny;;;;n.;69.0;220;tyranny;tyranny;t I r\ @ n i:;tɪɹəniː
2;tȳʹrănt;;;;n.;70.0;220;tyrant;tyrant;t aI r\ @ n t;t?ɹənt
2;tȳʹro;L.;;;n.;71.0;220;tyo;tyo;t aI @U;t?oʊ
3;văʹcăncy;L.;;;n.;2.0;221;vacancy;vacancy;v eI k @ n s i:;v?kənsiː
2;văʹcănt;L.;;;a.;3.0;221;vacant;vacant;v eI k @ n t;v?kənt
2;văʹcāte;L.;;;v.;4.0;221;vacate;vacate;v eI k eI t;v?k?t
4;văcāʹtion;;;;n.;5.0;221;vacation;vacation;v eI k eI S @ n;v?k?ʃən
4;văcūʹĭty;L.;;;n.;6.0;221;acuity;acuity;@ k j u @ 4 i:;əkjuəɾiː
3;văʹcūŭm;L.;;;n.;7.0;221;vacuum;vacuum;v { k j u m;vækjum
3;vāʹgăbŏnd;L.;;;n.;8.0;221;vagabond;vagabond;v { g @ b A n d;vægəbɑnd
3;văgāʹry;;;;n.;9.0;221;vagary;vagary;v eI g 3:r i:;v?gɜ:riː
2;văʹgrănt;;;;n.;10.0;221;vagrant;vagrant;v eI g r\ @ n t;v?gɹənt
1;vāg_ue_;L.;;;a.;11.0;221;vague;vague;v eI g;v?g
1;vail;F.;;;n.;12.0;221;vail;vail;v eI l;v?l
1;vails;;;;n.;13.0;221;vail;vail;v eI l;v?l
1;vain;;;;a.;14.0;221;vain;vain;v eI n;v?n
4;vainglōʹrĭ_o_us;;;;a.;15.0;221;inglorious;inglorious;i n g l O: r\ i: @ s;inglOːɹiːəs
3;vainglōʹry;;;;n.;16.0;221;vainly;vainly;v eI n l i:;v?nliː
1;vāle;L.;;;n.;17.0;221;vale;vale;v eI l;v?l
5;vălĕdĭʹction;;;;n.;18.0;221;valedictorian;valedictorian;v { l @ d I k t O: r\ i: @ n;vælədɪktOːɹiːən
2;vaʹlĕnce;;;;n.;19.0;221;valence;valence;v eI l @ n s;v?ləns
3;vaʹlĕntīne;;;;n.;20.0;221;valentine;valentine;v { l @ n t aI n;vælənt?n
2;văʹlet;F.;;;n.;21.0;221;valet;valet;v { l eI;væl?
7;vălĕtūdĭnăʹrĭan;L.;;;n.;22.0;221;veterinarian;veterinarian;v E t r\ @ n E r\ i: @ n;vɛtɹənɛɹiːən
6;vălĕtūʹdĭnăry;L.;;;a.;23.0;221;valentina;valentina;v { l i n t i: n @;vælintiːnə
3;văʹlĭant;;;;a.;24.0;221;valiant;valiant;v { l j @ n t;væljənt
2;văʹlĭd;L.;;;n.;25.0;221;valid;valid;v { l @ d;væləd
3;valĭʹdāte;L.;;;v.;26.0;221;validate;validate;v { l @ 4 eI t;væləɾ?t
4;valĭʹdĭty;;;;n.;27.0;221;validity;validity;v @ l I 4 @ 4 i:;vəlɪɾəɾiː
2;văʹlley;L.;;;n.;28.0;221;valley;valley;v { l i:;væliː
3;văʹlŏr_o_ŭs;;;;a.;29.0;221;various;various;v E r\ i: @ s;vɛɹiːəs
2;văʹlo_u_r;F.;;;n.;30.0;221;valor;valor;v { l 3:r;vælɜ:r
4;văʹlūable;;;;a.;31.0;221;valuable;valuable;v { l j @ b @ l;væljəbəl
5;vălūāʹtion;;;;n.;32.0;221;valuation;valuation;v { l j u eI S @ n;vælju?ʃən
2;văʹlūe;;;;n.;33.0;221;value;value;v { l j u;vælju
1;valve;L.;;;n.;34.0;221;valve;valve;v { l v;vælv
1;vămp;;;;n.;35.0;221;vamp;vamp;v { m p;væmp
1;văn;;;;n.;36.0;221;van;van;v { n;væn
2;văʹndăls;;;;n.;37.0;221;vandals;vandals;v { n d @ l z;vændəlz
1;vāne;;;;n.;38.0;221;vane;vane;v eI n;v?n
3;vănĭʹllā;;;;n.;39.0;221;vanilla;vanilla;v @ n I l @;vənɪlə
2;văʹnfŏſs;;;;n.;40.0;221;vanoss;vanoss;v { n A s;vænɑs
2;văʹniſh;L.;;;v.;41.0;221;vanish;vanish;v { n i S;væniʃ
3;văʹnĭty;;;;n.;42.0;221;vanity;vanity;v { n @ 4 i:;vænəɾiː
2;văʹnquiſh;F.;;;v.;43.0;221;vanquish;vanquish;v { N k w i S;væŋkwiʃ
3;văʹnquĭſher;;;;n.;44.0;221;vanquished;vanquished;v { N k w i S t;væŋkwiʃt
2;văʹntage;;;;n.;45.0;221;vantage;vantage;v { n t @ dZ;væntə?
2;văʹpid;L.;;;a.;46.0;221;vapid;vapid;v { p i d;væpid
4;văʹpŏrăry;;;;n.;47.0;221;vaporware;vaporware;v eI p 3:r w E r\;v?pɜ:rwɛɹ
2;văʹpo_u_r;L.;;;v.;48.0;221;vapor;vapor;v eI p 3:r;v?pɜ:r
4;văʹrĭable;;;;a.;49.0;221;variable;variable;v E r\ i: @ b @ l;vɛɹiːəbəl
3;văʹrĭănce;;;;n.;50.0;221;variance;variance;v E r\ i: @ n s;vɛɹiːəns
5;vărĭāʹtion;L.;;;n.;51.0;221;variation;variation;v E r\ i: eI S @ n;vɛɹiː?ʃən
4;văʹrĭĕgāte;;;;v.;52.0;221;variegated;variegated;v 3:r i: @ g eI 4 i d;vɜ:riːəg?ɾid
5;văʹrĭĕgāted;L.;;;a.;53.0;221;variegated;variegated;v 3:r i: @ g eI 4 i d;vɜ:riːəg?ɾid
4;vărīʹĕty;L.;;;n.;54.0;221;variety;variety;v 3:r aI @ 4 i:;vɜ:r?əɾiː
3;văʹrĭ_o_us;L.;;;a.;55.0;221;various;various;v E r\ i: @ s;vɛɹiːəs
2;văʹrlet;;;;n.;56.0;221;valet;valet;v { l eI;væl?
2;văʹrniſh;;;;n.;57.0;221;varnish;varnish;v A r\ n i S;vɑɹniʃ
2;văʹry;;;;v.;58.0;221;vary;vary;v E r\ i:;vɛɹiː
1;vāſe;L.;;;n.;59.0;221;vase;vase;v eI s;v?s
2;văʹſſal;;;;n.;60.0;221;vassal;vassal;v { s @ l;væsəl
3;văʹſsălage;F.;;;n.;61.0;221;vassal;vassal;v { s @ l;væsəl
1;văſt;;;;a.;62.0;221;vast;vast;v { s t;væst
1;văt;;;;n.;63.0;221;vat;vat;v { t;væt
3;văʹtĭcăn;;;;n.;64.0;221;vatican;vatican;v { 4 i k @ n;væɾikən
1;vault;F.;;;n.;65.0;221;vault;vault;v O: l t;vOːlt
1;vaunt;F.;;;v.;66.0;221;aunt;aunt;{ n t;ænt
4;ūbiʹėty;L.;;;n.;67.0;221;quietly;quietly;k w aI @ t l i:;kw?ətliː
4;ūbĭʹquĭty;L.;;;n.;68.0;221;ubiquity;ubiquity;j u b I k w i 4 i:;jubɪkwiɾiː
2;ŭʹdd_e_r;;;;n.;69.0;221;rudder;rudder;r\ V 4 3:r;ɹʌɾɜ:r
1;veal;F.;;;n.;70.0;221;veal;veal;v i: l;viːl
2;vedĕʹtte;F.;;;n.;2.0;222;vedette;vedette;v i d E t;vidɛt
1;veer;;;;v.;3.0;222;veer;veer;v I r\;vɪɹ
4;vĕʹgĕtables;;;;n.;4.0;222;vegetables;vegetables;v E dZ t @ b @ l z;vɛ?təbəlz
3;vĕʹgĕtāte;L.;;;v.;5.0;222;vegetate;vegetate;v E dZ @ t eI t;vɛ?ət?t
5;vĕgĕtāʹtion;L.;;;n.;6.0;222;vegetation;vegetation;v E dZ @ t eI S @ n;vɛ?ət?ʃən
4;vĕʹgĕtătive;L.;;;a.;7.0;222;vegetative;vegetative;v E dZ @ t eI 4 i v;vɛ?ət?ɾiv
3;vĕʹ_h_ĕmĕnce;;;;n.;8.0;222;vehemence;vehemence;v i: @ m @ n s;viːəməns
3;vĕʹ_h_ĕment;;;;a.;9.0;222;vehement;vehement;v i: @ m @ n t;viːəmənt
3;vēʹhĭcle;L.;;;n.;10.0;222;vehicle;vehicle;v i: h i k @ l;viːhikəl
1;vein;L.;;;n.;11.0;222;vein;vein;v eI n;v?n
2;veiʹny;;;;a.;12.0;222;vein;vein;v eI n;v?n
2;veʹjȯu̇rs;;;;n.;13.0;222;venous;venous;v i: n @ s;viːnəs
2;vĕʹllum;L.;;;n.;14.0;222;pellum;pellum;p E l @ m;pɛləm
5;vĕllĭcātion;L.;nbSyll>1 et pas d'accent tonic;;n.;15.0;222;replication;replication;r\ E p l @ k eI S @ n;ɹɛplək?ʃən
4;vĕlōʹcĭty;L.;;;n.;16.0;222;velocity;velocity;v @ l A s @ 4 i:;vəlɑsəɾiː
2;velouʹr;;;;n.;17.0;222;velo;velo;v E l @U;vɛloʊ
2;vĕʹlvet;;;;n.;18.0;222;velvet;velvet;v E l v @ t;vɛlvət
2;vēʹnal;L.;;;a.;19.0;222;venal;venal;v i: n @ l;viːnəl
4;vĕnăʹlĭty;;;;n.;20.0;222;venality;venality;v i n { l i 4 i:;vinæliɾiː
1;vĕnd;L.;;;v.;21.0;222;vendo;vendo;v E n d @U;vɛndoʊ
3;vĕʹndable;;;;a.;22.0;222;venable;venable;v E n @ b @ l;vɛnəbəl
2;vĕndeeʹ;;;;n.;23.0;222;vendee;vendee;v E n d i:;vɛndiː
2;vĕʹnd_e_r;;;;n.;24.0;222;ender;ender;E n d 3:r;ɛndɜ:r
3;veneeʹring;;;;n.;25.0;222;veering;veering;v I r\ i N;vɪɹiŋ
4;vĕʹnĕrable;;;;a.;26.0;222;venerable;venerable;v E n 3:r @ b @ l;vɛnɜ:rəbəl
3;vĕʹnĕrāte;L.;;;v.;27.0;222;venerate;venerate;v E n 3:r eI t;vɛnɜ:r?t
5;vĕnĕrāʹtion;;;;n.;28.0;222;generation;generation;dZ E n 3:r eI S @ n;?ɛnɜ:r?ʃən
4;vĕnĕʹrėȧl;;;;a.;29.0;222;venereal;venereal;v @ n I r\ i: @ l;vənɪɹiːəl
3;vĕʹnĕry;;;;n.;30.0;222;veney;veney;v E n i:;vɛniː
2;vĕʹngeance;F.;;;n.;31.0;222;vengeance;vengeance;v E n dZ @ n s;vɛn?əns
2;vĕʹng_e_ful;;;;a.;32.0;222;vengeful;vengeful;v E n dZ f @ l;vɛn?fəl
3;vĕʹnĭal;;;;a.;33.0;222;venal;venal;v i: n @ l;viːnəl
3;vĕʹn_i_ſon;F.;;;n.;34.0;222;venison;venison;v E n @ s @ n;vɛnəsən
2;vĕʹnom;L.;;;n.;35.0;222;venom;venom;v E n @ m;vɛnəm
3;vĕʹnŏm_o_us;;;;a.;36.0;222;venomous;venomous;v E n @ m @ s;vɛnəməs
1;vĕnt;;;;n.;37.0;222;vent;vent;v E n t;vɛnt
2;vĕʹnt_e_r;;;;n.;38.0;222;venter;venter;v E n t 3:r;vɛntɜ:r
3;vĕʹntĭlāte;;;;v.;39.0;222;ventilate;ventilate;v E n t @ l eI t;vɛntəl?t
4;vĕntĭlāʹtor;;;;n.;40.0;222;ventilator;ventilator;v E n t @ l eI 4 3:r;vɛntəl?ɾɜ:r
4;vĕntōʹsĭty;L.;;;n.;41.0;222;entity;entity;E n t @ 4 i:;ɛntəɾiː
3;vĕʹntrĭcle;;;;n.;42.0;222;ventricular;ventricular;v E n t r\ I k j u l 3:r;vɛntɹɪkjulɜ:r
2;vĕʹntūre;;;;v.;43.0;222;venture;venture;v E n tS 3:r;vɛn?ɜ:r
3;vĕʹntūr_o_us;;;;a.;44.0;222;adventurous;adventurous;{ d v E n tS 3:r @ s;ædvɛn?ɜ:rəs
2;vĕʹnus;;;;n.;45.0;222;venus;venus;v i: n @ s;viːnəs
4;vērāʹcĭty;;;;n.;46.0;222;veracity;veracity;v 3:r { s i 4 i:;vɜ:ræsiɾiː
1;vĕrb;;;;n.;47.0;222;verb;verb;v 3:r b;vɜ:rb
2;vĕʹrbal;;;;a.;48.0;222;verbal;verbal;v 3:r b @ l;vɜ:rbəl
3;vĕrbāʹtim;L.;;;a.;49.0;222;verbatim;verbatim;v 3:r b eI 4 @ m;vɜ:rb?ɾəm
3;vĕʹrbĕrāte;;;;v.;50.0;222;reverberate;reverberate;r\ i v 3:r b 3:r @ t;ɹivɜ:rbɜ:rət
5;vĕrbĕrāʹtion;L.;;;n.;51.0;222;reverberation;reverberation;r\ i: v 3:r b 3:r eI S @ n;ɹiːvɜ:rbɜ:r?ʃən
2;vĕrbōʹſe;L.;;;a.;52.0;222;verse;verse;v 3:r s;vɜ:rs
2;vĕʹrdănt;;;;a.;53.0;222;verdant;verdant;v 3:r d @ n t;vɜ:rdənt
3;vĕʹrdĕgreaſe;F.;;;n.;54.0;222;verderame;verderame;v 3:r 4 3:r @ m;vɜ:rɾɜ:rəm
3;vĕʹrdĕrer;;;;n.;55.0;222;verderber;verderber;v 3:r 4 3:r b 3:r;vɜ:rɾɜ:rbɜ:r
2;vĕʹrdict;;;;n.;56.0;222;verdict;verdict;v 3:r 4 i k t;vɜ:rɾikt
3;vĕʹrdĭt_e_r;;;;n.;57.0;222;verdier;verdier;v 3:r 4 i: 3:r;vɜ:rɾiːɜ:r
2;vĕʹrdūre;;;;n.;58.0;222;verdure;verdure;v 3:r d U r\;vɜ:rdʊɹ
3;vĕʹrdūr_o_us;;;;a.;59.0;222;verderosa;verderosa;v 3:r 4 3:r @U s @;vɜ:rɾɜ:roʊsə
1;verge;;;;n.;60.0;222;verge;verge;v 3:r dZ;vɜ:r?
2;vĕʹrger;;;;n.;61.0;222;verge;verge;v 3:r dZ;vɜ:r?
3;vĕʹrĭfy;L.;;;v.;62.0;222;verify;verify;v E r\ @ f aI;vɛɹəf?
3;vĕʹrĭly;;;;p.;63.0;222;vermilya;vermilya;v 3:r m i: l j @;vɜ:rmiːljə
5;verĭsĭʹmĭlar;;;;a.;64.0;222;similar;similar;s I m @ l 3:r;sɪməlɜ:r
6;verĭsĭmĭʹlĭtūde;;;;n.;65.0;222;verisimilitude;verisimilitude;v E r\ @ s @ m I l @ t u d;vɛɹəsəmɪlətud
3;vĕʹrĭly;L.;;;n.;66.0;222;vermilya;vermilya;v 3:r m i: l j @;vɜ:rmiːljə
2;vĕʹrjū_ĭ_ce;F.;;;n.;67.0;222;juice;juice;dZ u s;?us
4;vĕrmĭcĕʹlli;L.;;;n.;68.0;222;vermillion;vermillion;v 3:r m I l j @ n;vɜ:rmɪljən
4;vĕrmĭʹcūlār;L.;;;a.;69.0;222;ventricular;ventricular;v E n t r\ I k j u l 3:r;vɛntɹɪkjulɜ:r
6;vĕrmĭcūlāʹtion;;;;n.;70.0;222;vermilion;vermilion;v 3:r m I l j @ n;vɜ:rmɪljən
4;vĕrmĭʹcūlōſe;;;;a.;71.0;222;vermilyea;vermilyea;v 3:r m i: l j @;vɜ:rmiːljə
4;vĕrmĭʹlĭon;;;;n.;72.0;222;vermilion;vermilion;v 3:r m I l j @ n;vɜ:rmɪljən
2;vĕʹrmin;;;;n.;73.0;222;vermin;vermin;v 3:r m i n;vɜ:rmin
2;vĕʹrnal;;;;a.;2.0;223;vernal;vernal;v 3:r n @ l;vɜ:rnəl
2;vĕʹrn_o_us;;;;n.;3.0;223;venous;venous;v i: n @ s;viːnəs
3;vĕrrūʹcā;;;;n.;4.0;223;vierra;vierra;v I r\ @;vɪɹə
1;vĕrſe;L.;;;n.;5.0;223;verse;verse;v 3:r s;vɜ:rs
2;vĕʹrſed;;;;a.;6.0;223;versed;versed;v 3:r s t;vɜ:rst
3;vĕʹrsĭcle;L.;;;n.;7.0;223;versatile;versatile;v 3:r s @ 4 @ l;vɜ:rsəɾəl
6;vĕrsĭfĭcāʹtion;;;;n.;8.0;223;verification;verification;v E r\ @ f @ k eI S @ n;vɛɹəfək?ʃən
4;vĕʹrsĭfīer;;;;n.;9.0;223;verifies;verifies;v E r\ @ f aI z;vɛɹəf?z
3;vĕʹrſion;L.;;;n.;10.0;223;version;version;v 3:r Z @ n;vɜ:rʒən
1;vĕrt;;;;v.;11.0;223;vert;vert;v 3:r t;vɜ:rt
3;vĕʹrtebræ;;;;n.;12.0;223;vertebra;vertebra;v 3:r 4 @ b r\ @;vɜ:rɾəbɹə
2;vĕʹrtex;L.;;;n.;13.0;223;vertex;vertex;v 3:r t E k s;vɜ:rtɛks
3;vĕʹrtĭble;;;;a.;14.0;223;invertible;invertible;i n v 3:r 4 @ b @ l;invɜ:rɾəbəl
3;vĕʹrtĭcal;;;;a.;15.0;223;vertical;vertical;v 3:r 4 i k @ l;vɜ:rɾikəl
4;vĕʹrtĭʹcĭty;;;;n.;16.0;223;veracity;veracity;v 3:r { s i 4 i:;vɜ:ræsiɾiː
5;vĕrtĭʹcĭllāted;L.;;;n.;17.0;223;ventilated;ventilated;v E n t @ l eI 4 i d;vɛntəl?ɾid
3;vĕʹrtĭgo;L.;;;n.;18.0;223;vertigo;vertigo;v 3:r 4 i g @U;vɜ:rɾigoʊ
2;vĕʹrtūe;;;;n.;19.0;223;overture;overture;@U v 3:r tS 3:r;oʊvɜ:r?ɜ:r
3;vĕrtŭʹmnus;;;;n.;20.0;223;overturns;overturns;@U v 3:r t 3:r n z;oʊvɜ:rtɜ:rnz
4;vĕrtūōʹſo;;;;n.;21.0;223;virtuoso;virtuoso;v 3:r tS u @U s @U;vɜ:r?uoʊsoʊ
2;vĕʹrvaĭn;;;;n.;22.0;223;vrain;vrain;v r\ eI n;vɹ?n
5;vēsĭʹcătory;L.;;;n.;23.0;223;victory;victory;v I k t 3:r i:;vɪktɜ:riː
3;vĕʹsĭcle;L.;;;n.;24.0;223;vehicle;vehicle;v i: h i k @ l;viːhikəl
2;vĕʹſp_e_r;L.;;;n.;25.0;223;vesper;vesper;v E s p 3:r;vɛspɜ:r
3;vĕʹſpĕrtĭne;L.;;;a.;26.0;223;desperation;desperation;d E s p 3:r eI S @ n;dɛspɜ:r?ʃən
2;vĕʹſſel;;;;n.;27.0;223;vessel;vessel;v E s @ l;vɛsəl
1;vĕſt;;;;n.;28.0;223;vest;vest;v E s t;vɛst
2;vĕʹſtā;;;;n.;29.0;223;vesta;vesta;v E s t @;vɛstə
2;vĕʹſtal;;;;n.;30.0;223;vestal;vestal;v E s t @ l;vɛstəl
